0	0	0	0	0	0
5	4	6	5	3	0
13	8	12	7	8	8
10	8	2	7	10	13
8	10	6	5	4	6
2	1	6	5	4	5
1	0	1	1	1	5
0	1	1	2	2	2
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
