0	2	6	7	3	6	2
5	8	5	9	7	5	5
10	10	7	7	16	13	23
15	13	10	13	7	12	25
20	6	6	6	7	6	18
25	8	9	5	8	6	18
30	6	7	2	6	5	10
35	2	5	4	1	3	8
40	2	1	4	2	1	3
45	2	2	1	2	0	2
50	0	1	1	0	1	1
55	1	0	0	1	1	1
60	0	0	1	0	0	1
65	0	0	0	0	0	1
70	0	0	0	0	0	0
75	0	0	0	0	0	1
80	0	0	0	0	0	1
85	0	0	0	0	0	0
90	0	0	0	0	0	0
95	0	0	0	0	0	0
