0	0	1	0	0	43
11	9	9	11	12	6
19	12	19	16	18	16
14	18	6	18	15	26
13	14	13	5	5	12
2	3	9	5	5	8
1	0	1	3	1	6
0	1	1	2	2	3
0	1	1	0	1	0
0	1	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
